;unnamed: 0;unnamed: 0.1;unnamed: 0.1.1;no_of_comments;no_of_likes;topic;length_of_text;question;personalisation;emotional;opinion;regional;personal;main_clauses;sub_clauses;no_of_sentences;emoji;emoji_count;ratio_main_sub;ratio_main;ratio_sub;sentence_structure;emotion;type
638;638;638;638;2.0;2.0;politics;230;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
639;639;639;639;0.0;1.0;sports;196;True;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
640;640;640;640;0.0;1.0;celebrity;242;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
641;641;641;641;1.0;3.0;politics;231;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
642;642;642;642;0.0;2.0;politics;212;False;no personalisation;emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;positive;X
643;643;643;643;0.0;2.0;LVZ;233;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
644;644;644;644;0.0;0.0;culture;170;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
645;645;645;645;1.0;8.0;culture;279;False;personalisation;emotionalisation;News;regional;personalisation;4.0;1.0;4.0;[];0.0;0.25;1.0;0.25;complex;negative;X
646;646;646;646;0.0;4.0;culture;186;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;2.0;[];0.0;0.0;0.5;0.0;simple;;X
647;647;647;647;0.0;1.0;sports;204;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
648;648;648;648;2.0;6.0;politics;182;False;no personalisation;no emotionalisation;News;(inter)national;personalisation;2.0;2.0;2.0;[];0.0;1.0;1.0;1.0;complex;;X
649;649;649;649;0.0;3.0;politics;247;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
650;650;650;650;35.0;37.0;politics;148;False;no personalisation;no emotionalisation;News;regional;personalisation;1.0;0.0;1.0;[];0.0;0.0;1.0;0.0;simple;;X
651;651;651;651;0.0;2.0;politics;277;False;personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;2.0;[];0.0;0.0;2.0;0.0;simple;;X
652;652;652;652;11.0;66.0;culture;223;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
653;653;653;653;0.0;3.0;culture;245;False;no personalisation;emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;negative;X
654;654;654;654;3.0;3.0;politics;256;True;no personalisation;no emotionalisation;News;(inter)national;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
655;655;655;655;0.0;2.0;sports;245;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
656;656;656;656;2.0;3.0;politics;247;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
657;657;657;657;1.0;12.0;politics;231;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
658;658;658;658;5.0;3.0;sports;210;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
659;659;659;659;0.0;2.0;crime, disaster & accidents;259;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
660;660;660;660;0.0;1.0;mobility;199;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
661;661;661;661;0.0;0.0;culture;198;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
662;662;662;662;1.0;3.0;culture;231;True;personalisation;emotionalisation;Interview;regional;personalisation;4.0;0.0;6.0;[];0.0;0.0;0.6666666666666666;0.0;simple;negative;X
663;663;663;663;0.0;1.0;mobility;172;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;3.0;[];0.0;0.0;0.3333333333333333;0.0;simple;;X
664;664;664;664;0.0;1.0;crime, disaster & accidents;240;False;no personalisation;emotionalisation;News;regional;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;negative;X
665;665;665;665;0.0;3.0;culture;213;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;4.0;[];0.0;0.0;0.5;0.0;simple;;X
666;666;666;666;0.0;1.0;sports;192;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
667;667;667;667;1.0;4.0;culture;227;False;personalisation;no emotionalisation;Interview;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
668;668;668;668;7.0;10.0;crime, disaster & accidents;187;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
669;669;669;669;0.0;3.0;politics;219;True;personalisation;no emotionalisation;Interview;(inter)national;personalisation;3.0;1.0;2.0;[];0.0;0.3333333333333333;1.5;0.5;complex;;X
670;670;670;670;0.0;2.0;mobility;205;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;4.0;[];0.0;0.0;0.5;0.0;simple;;X
671;671;671;671;3.0;3.0;crime, disaster & accidents;203;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
672;672;672;672;3.0;3.0;crime, disaster & accidents;143;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
673;673;673;673;2.0;4.0;crime, disaster & accidents;175;False;personalisation;emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;negative;X
674;674;674;674;6.0;1.0;crime, disaster & accidents;178;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
675;675;675;675;6.0;1.0;crime, disaster & accidents;262;False;no personalisation;emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;negative;X
676;676;676;676;0.0;2.0;sports;225;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;6.0;[];0.0;0.0;0.3333333333333333;0.0;simple;;X
677;677;677;677;2.0;3.0;politics;208;True;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;1.0;3.0;[];0.0;0.25;1.3333333333333333;0.3333333333333333;complex;;X
678;678;678;678;10.0;1.0;politics;265;False;personalisation;no emotionalisation;Interview;regional;personalisation;3.0;2.0;4.0;[];0.0;0.6666666666666666;0.75;0.5;complex;;X
679;679;679;679;0.0;1.0;crime, disaster & accidents;225;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
680;680;680;680;0.0;4.0;culture;217;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
681;681;681;681;8.0;6.0;politics;234;False;personalisation;no emotionalisation;News;(inter)national;personalisation;6.0;0.0;4.0;[];0.0;0.0;1.5;0.0;simple;;X
682;682;682;682;0.0;1.0;crime, disaster & accidents;221;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
683;683;683;683;1.0;6.0;crime, disaster & accidents;201;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
684;684;684;684;1.0;1.0;sports;123;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;1.0;[];0.0;0.0;1.0;0.0;simple;;X
685;685;685;685;2.0;2.0;politics;222;False;personalisation;no emotionalisation;News;(inter)national;personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
686;686;686;686;0.0;2.0;sports;224;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;5.0;[];0.0;0.0;0.6;0.0;simple;;X
687;687;687;687;0.0;3.0;sports;167;False;personalisation;no emotionalisation;Interview;(inter)national;no personalisation;2.0;0.0;4.0;[];0.0;0.0;0.5;0.0;simple;;X
688;688;688;688;0.0;2.0;science & education;168;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
689;689;689;689;0.0;6.0;sports;181;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
690;690;690;690;0.0;2.0;politics;179;False;personalisation;no emotionalisation;News;(inter)national;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
691;691;691;691;0.0;2.0;mobility;190;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
692;692;692;692;0.0;2.0;sports;269;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
693;693;693;693;0.0;5.0;sports;181;False;personalisation;no emotionalisation;News;regional;personalisation;1.0;0.0;2.0;[];0.0;0.0;0.5;0.0;simple;;X
694;694;694;694;0.0;1.0;sports;228;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
695;695;695;695;0.0;1.0;science & education;179;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
696;696;696;696;0.0;1.0;sports;168;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;2.0;[];0.0;0.0;0.5;0.0;simple;;X
697;697;697;697;8.0;7.0;mobility;237;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
698;698;698;698;0.0;2.0;sports;122;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
699;699;699;699;6.0;3.0;crime, disaster & accidents;188;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
700;700;700;700;1.0;2.0;mobility;224;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
701;701;701;701;1.0;4.0;sports;212;False;personalisation;emotionalisation;News;regional;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;negative;X
702;702;702;702;1.0;1.0;politics;214;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;5.0;[];0.0;0.0;0.4;0.0;simple;;X
703;703;703;703;3.0;3.0;health;208;False;personalisation;no emotionalisation;News;(inter)national;personalisation;2.0;2.0;2.0;[];0.0;1.0;1.0;1.0;complex;;X
704;704;704;704;1.0;1.0;politics;214;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
705;705;705;705;0.0;1.0;mobility;225;False;no personalisation;no emotionalisation;News;(inter)national;personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
706;706;706;706;0.0;1.0;celebrity;222;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
707;707;707;707;0.0;2.0;sports;150;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
708;708;708;708;0.0;2.0;sports;220;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
709;709;709;709;0.0;4.0;sports;253;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
710;710;710;710;0.0;0.0;celebrity;199;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
711;711;711;711;0.0;2.0;sports;245;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;4.0;[];0.0;0.5;0.5;0.25;complex;;X
712;712;712;712;0.0;1.0;politics;95;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;0.0;0.0;1.0;[];0.0;;0.0;0.0;simple;;X
713;713;713;713;0.0;0.0;culture;261;False;personalisation;no emotionalisation;Comment;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
714;714;714;714;0.0;2.0;sports;182;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
715;715;715;715;0.0;4.0;sports;253;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;1.0;4.0;[];0.0;0.3333333333333333;0.75;0.25;complex;;X
716;716;716;716;1.0;39.0;culture;267;False;personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
717;717;717;717;0.0;0.0;politics;198;False;personalisation;no emotionalisation;News;(inter)national;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
718;718;718;718;1.0;1.0;culture;205;False;personalisation;emotionalisation;News;regional;personalisation;1.0;2.0;2.0;[];0.0;2.0;0.5;1.0;complex;positive;X
719;719;719;719;0.0;0.0;culture;159;True;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
720;720;720;720;1.0;2.0;politics;241;True;no personalisation;no emotionalisation;Interview;regional;no personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
721;721;721;721;1.0;2.0;politics;210;True;no personalisation;no emotionalisation;Interview;regional;personalisation;1.0;3.0;3.0;[];0.0;3.0;0.3333333333333333;1.0;complex;;X
722;722;722;722;0.0;1.0;politics;260;True;no personalisation;no emotionalisation;Interview;regional;no personalisation;1.0;3.0;3.0;[];0.0;3.0;0.3333333333333333;1.0;complex;;X
723;723;723;723;1.0;0.0;celebrity;212;False;no personalisation;no emotionalisation;Interview;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
724;724;724;724;0.0;0.0;culture;245;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
725;725;725;725;0.0;1.0;culture;267;False;no personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;3.0;[];0.0;0.0;1.3333333333333333;0.0;simple;;X
726;726;726;726;0.0;4.0;crime, disaster & accidents;186;True;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
727;727;727;727;1.0;3.0;crime, disaster & accidents;213;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
728;728;728;728;0.0;4.0;health;217;True;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
729;729;729;729;2.0;9.0;crime, disaster & accidents;191;False;personalisation;no emotionalisation;News;(inter)national;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
730;730;730;730;0.0;2.0;culture;159;True;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
731;731;731;731;6.0;4.0;politics;202;False;personalisation;no emotionalisation;News;(inter)national;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
732;732;732;732;1.0;1.0;sports;219;False;personalisation;no emotionalisation;News;(inter)national;personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;;X
733;733;733;733;4.0;3.0;crime, disaster & accidents;233;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
734;734;734;734;0.0;2.0;sports;239;True;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
735;735;735;735;0.0;1.0;sports;239;True;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
736;736;736;736;0.0;2.0;sports;244;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
737;737;737;737;2.0;1.0;politics;221;True;personalisation;no emotionalisation;Interview;(inter)national;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
738;738;738;738;3.0;4.0;politics;180;False;personalisation;no emotionalisation;News;(inter)national;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
739;739;739;739;0.0;1.0;culture;220;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;4.0;[];0.0;0.0;0.75;0.0;simple;;X
740;740;740;740;0.0;1.0;mobility;185;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
741;741;741;741;0.0;4.0;crime, disaster & accidents;209;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
742;742;742;742;0.0;3.0;culture;210;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
743;743;743;743;0.0;4.0;culture;226;False;personalisation;no emotionalisation;Interview;regional;personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;;X
744;744;744;744;0.0;2.0;culture;245;True;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
745;745;745;745;0.0;3.0;sports;235;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
746;746;746;746;1.0;4.0;crime, disaster & accidents;190;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
747;747;747;747;4.0;7.0;culture;265;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
748;748;748;748;0.0;3.0;culture;92;False;no personalisation;no emotionalisation;News;regional;personalisation;0.0;0.0;1.0;[];0.0;;0.0;0.0;simple;;X
749;749;749;749;0.0;3.0;construction & living;202;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
750;750;750;750;1.0;3.0;culture;268;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
751;751;751;751;0.0;4.0;construction & living;219;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;2.0;[];0.0;0.0;0.5;0.0;simple;;X
752;752;752;752;0.0;4.0;sports;240;False;personalisation;no emotionalisation;News;regional;personalisation;5.0;0.0;4.0;[];0.0;0.0;1.25;0.0;simple;;X
753;753;753;753;1.0;3.0;sports;181;False;personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
754;754;754;754;3.0;2.0;politics;206;False;personalisation;no emotionalisation;Interview;regional;no personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;;X
755;755;755;755;1.0;1.0;sports;239;False;personalisation;no emotionalisation;News;regional;personalisation;4.0;0.0;2.0;[];0.0;0.0;2.0;0.0;simple;;X
756;756;756;756;1.0;21.0;sports;184;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
757;757;757;757;1.0;0.0;culture;158;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;3.0;[];0.0;0.0;0.3333333333333333;0.0;simple;;X
758;758;758;758;0.0;1.0;sports;176;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
759;759;759;759;0.0;1.0;sports;153;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
760;760;760;760;0.0;1.0;crime, disaster & accidents;161;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;;X
761;761;761;761;0.0;2.0;culture;133;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
762;762;762;762;0.0;1.0;politics;133;False;personalisation;no emotionalisation;News;regional;personalisation;1.0;0.0;1.0;[];0.0;0.0;1.0;0.0;simple;;X
763;763;763;763;0.0;2.0;crime, disaster & accidents;137;False;personalisation;no emotionalisation;News;regional;personalisation;1.0;1.0;1.0;[];0.0;1.0;1.0;1.0;complex;;X
764;764;764;764;0.0;3.0;mobility;147;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
765;765;765;765;1.0;0.0;culture;129;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
766;766;766;766;0.0;1.0;crime, disaster & accidents;127;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
767;767;767;767;0.0;1.0;mobility;143;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;1.0;[];0.0;0.0;2.0;0.0;simple;;X
768;768;768;768;0.0;1.0;culture;91;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;1.0;0.0;1.0;[];0.0;0.0;1.0;0.0;simple;;X
769;769;769;769;5.0;10.0;culture;150;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;1.0;[];0.0;0.0;1.0;0.0;simple;;X
770;770;770;770;6.0;9.0;sports;173;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
771;771;771;771;0.0;4.0;sports;203;False;personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
772;772;772;772;0.0;1.0;health;154;False;personalisation;no emotionalisation;Interview;regional;personalisation;1.0;2.0;1.0;[];0.0;2.0;1.0;2.0;complex;;X
773;773;773;773;0.0;0.0;culture;145;False;personalisation;no emotionalisation;News;(inter)national;personalisation;1.0;1.0;2.0;[];0.0;1.0;0.5;0.5;complex;;X
774;774;774;774;2.0;1.0;LVZ;247;True;no personalisation;no emotionalisation;News;(inter)national;no personalisation;4.0;0.0;2.0;[];0.0;0.0;2.0;0.0;simple;;X
775;775;775;775;0.0;2.0;construction & living;220;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
776;776;776;776;2.0;2.0;construction & living;224;False;personalisation;no emotionalisation;Interview;regional;personalisation;4.0;0.0;2.0;[];0.0;0.0;2.0;0.0;simple;;X
777;777;777;777;1.0;7.0;construction & living;201;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
778;778;778;778;1.0;4.0;mobility;267;False;no personalisation;no emotionalisation;News;(inter)national;no personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
779;779;779;779;0.0;0.0;sports;170;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
780;780;780;780;0.0;4.0;sports;234;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
781;781;781;781;0.0;2.0;mobility;223;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;3.0;[];0.0;0.0;0.6666666666666666;0.0;simple;;X
782;782;782;782;2.0;3.0;crime, disaster & accidents;190;False;no personalisation;no emotionalisation;News;regional;no personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
783;783;783;783;1.0;1.0;business & finance;227;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;1.0;3.0;[];0.0;0.3333333333333333;1.0;0.3333333333333333;complex;;X
784;784;784;784;2.0;7.0;sports;237;False;personalisation;no emotionalisation;Interview;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
785;785;785;785;1.0;1.0;sports;220;False;no personalisation;no emotionalisation;News;regional;personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
786;786;786;786;0.0;1.0;crime, disaster & accidents;272;False;personalisation;emotionalisation;Interview;regional;personalisation;4.0;1.0;3.0;[];0.0;0.25;1.3333333333333333;0.3333333333333333;complex;positive;X
787;787;787;787;8.0;91.0;mobility;241;False;no personalisation;no emotionalisation;News;regional;personalisation;1.0;1.0;3.0;[];0.0;1.0;0.3333333333333333;0.3333333333333333;complex;;X
788;788;788;788;0.0;3.0;sports;224;False;no personalisation;emotionalisation;News;regional;no personalisation;3.0;0.0;2.0;[];0.0;0.0;1.5;0.0;simple;negative;X
789;789;789;789;0.0;6.0;sports;77;False;no personalisation;no emotionalisation;News;regional;no personalisation;1.0;0.0;1.0;[];0.0;0.0;1.0;0.0;simple;;X
790;790;790;790;19.0;16.0;crime, disaster & accidents;256;False;no personalisation;no emotionalisation;News;regional;personalisation;3.0;0.0;3.0;[];0.0;0.0;1.0;0.0;simple;;X
791;791;791;791;1.0;1.0;crime, disaster & accidents;224;False;no personalisation;no emotionalisation;News;regional;no personalisation;4.0;0.0;4.0;[];0.0;0.0;1.0;0.0;simple;;X
792;792;792;792;3.0;2.0;crime, disaster & accidents;224;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;1.0;2.0;[];0.0;0.5;1.0;0.5;complex;;X
793;793;793;793;0.0;2.0;sports;235;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;2.0;3.0;[];0.0;1.0;0.6666666666666666;0.6666666666666666;complex;;X
794;794;794;794;0.0;1.0;celebrity;224;False;personalisation;no emotionalisation;News;regional;no personalisation;2.0;3.0;4.0;[];0.0;1.5;0.5;0.75;complex;;X
795;795;795;795;0.0;1.0;business & finance;254;False;no personalisation;no emotionalisation;News;regional;no personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
796;796;796;796;0.0;2.0;politics;201;False;personalisation;no emotionalisation;News;regional;personalisation;2.0;0.0;2.0;[];0.0;0.0;1.0;0.0;simple;;X
