;Unnamed: 0;Unnamed: 0.1;Unnamed: 0.1.1;Image Text;Image Title;caption;no_of_comments;no_of_likes;is_video;topic;corresponding article;length_of_text;question;personalisation;emotional;opinion;regional;interaction;on X;number of Images;Column1;verbless clause caption;verbless clause image;omission of article caption;omission of article image;quotation caption;quotation image;average word length caption;average word length image;personal;main_clauses;sub_clauses;no_of_sentences;emoji;emoji_count;ratio_main_sub;ratio_main;ratio_sub;sentence_structure;emotion
25;25;25;25;"Die schönsten Impressionen
So war das Highfield Festival 2023";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-21_06-01-43_UTC.jpg;"Das Highfield-Festival ist vorbei. Vier Tage feiern, tanzen und Musik liegt hinter den Besucherinnen und Besuchern. Was war euer Highlight? 🤩

#Highfield #Highfieldfestival #Leipzig #Sachsen #Störmthalersee #Konzert #Festival";3;410;True;culture;no;225;True;no personalisation;no emotionalisation;News;regional;interaction;no;4;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;7.37037037037037;6.75;no personalisation;4.0;0.0;4.0;['🤩'];1.0;0.0;1.0;0.0;simple;
26;26;26;26;"Wiedemar in Nordsachsen
Sachsen will mehr Industrie
seine Bürger wollen Ihr
Landleben schützen
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-21_16-24-36_UTC.jpg;"In Wiedemar in Nordsachsen soll eine Fläche für die Ansiedlung von Industrie geschaffen werden. Kein normales Gewerbegebiet, sondern ein Platz für die großen Fabriken, wie sie etwa der Chip-Riese Intel baut. 

Der Freistaat Sachsen betrachtet diesen Plan als unerlässlich für die wirtschaftliche Zukunft Mitteldeutschlands, wenn nicht gar der ganzen Republik. Die Fläche liegt eingeklemmt zwischen Dörfern mit jeweils rund 100 bis 300 Einwohnern. Etwas mehr als 400 Hektar ist sie groß, seit Jahrzehnten wächst dort Weizen, Raps und Mais. 

Noch weiß keiner, ob auf den Äckern je eine Fabrik gebaut wird, wer das tun wird und wann. Aber der Widerstand gegen die Pläne ist schon jetzt groß. Auch Mühlenbauer Martin Wernicke wehrt sich gegen die Pläne. Er befürchtet vor allem, dass das Landleben sich in ein Stadtleben verwandelt. 

Die ganze Reportage lest ihr über den Link in unserer Bio. 

#Sachsen #Leipzig #Industrie #Landleben #Landwirte #Intel";40;314;True;business & finance;no;950;False;personalisation;no emotionalisation;Interview;(inter)national;no interaction;no;1 , 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.558620689655172;8.6;personalisation;11.0;3.0;10.0;[];0.0;0.2727272727272727;1.1;0.3;complex;
27;27;27;27;"Protestaktion
Die ""letzte Generation""
blockierte mehrere Straßen
in Leipzig
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-22_08-09-05_UTC.jpg;"Mitglieder der Klimagruppe „Letzte Generation“ haben am Dienstagmorgen erneut Hauptverkehrsstraßen in Leipzig blockiert. Der Verkehr kam an den betroffenen Stellen zum Erliegen, es wurde eine Umleitung ausgeschildert.

Bereits am Montagnachmittag war die Gruppe auf dem Innenstadtring aktiv geworden, besetzten ab 16 Uhr mehr als zwei Stunden lang die Fahrbahn am Augustusplatz.

#Leipzig #Sachsen #LetzteGeneration #Protest #Klima";702;1757;True;politics;no;431;False;personalisation;no emotionalisation;News;regional;no interaction;yes;1, 1 videos;;all verbs included;verbless clause;omission of article;omission of article;no quote;quote;7.0;11.833333333333334;no personalisation;5.0;0.0;3.0;[];0.0;0.0;1.6666666666666667;0.0;simple;
28;28;28;28;"Es wird noch teurer
In Sachsen zahlt man am
meisten fur Benzin und Diesel
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-22_14-34-19_UTC.jpg;"Die Preise für Diesel und Benzin sind im Höhenflug. So hat sich Diesel innerhalb von vier Wochen um 15 Cent verteuert. Am meisten zahlt, wer derzeit eine Tankstelle in Sachsen oder Brandenburg aufsucht. ⛽️

Generell gebe es keine Erklärung für die hohen Preise, da der Rohölmarkt sehr stabil sei. Ein Barrel der Sorte Brent koste derzeit knapp 85 US-Dollar und damit sogar geringfügig weniger als vor Wochenfrist.

#sachsen #tanken #benzin #diesel #spritpreise #tankstelle";34;366;False;mobility;no;472;False;no personalisation;no emotionalisation;News;regional;no interaction;no;1;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.661971830985915;5.25;no personalisation;5.0;2.0;6.0;['⛽'];1.0;0.4;0.8333333333333334;0.3333333333333333;complex;
29;29;29;29;"Sommerzeit ist Mückenzeit
Was macht uns für Mücken attraktiver?
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-23_09-11-39_UTC.jpg;Sommerzeit ist Mückenzeit. Gerade am Abend und in der Nacht können die kleinen Biester mächtig nerven. Manche Menschen haben damit mehr zu kämpfen als andere. Woran liegt das? #Mücke #Mücken #Insekten #Sommerzeit;0;102;True;health;no;212;True;no personalisation;no emotionalisation;News;(inter)national;no interaction;no;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.65625;7.125;personalisation;4.0;1.0;4.0;[];0.0;0.25;1.0;0.25;complex;
30;30;30;30;"Stillen im Beruf:
Stefanie Probst beleuchtet, was Mutter wissen und
beachten sollten und welche Optionen es gibt


";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-23_09-30-50_UTC.jpg;"+++Anzeige+++

Stillen im Beruf – worauf Mütter achten sollten:

Zusätzliche Pausen, keine schweren Lasten heben oder länger stehen, keine Nachtarbeit – für berufstätige stillende Mütter 🤱 gelten besondere Rechte am Arbeitsplatz 📑. 

Was diese wissen und beachten sollten, wenn sie noch stillen, aber schon wieder arbeiten gehen, weiß Stefanie Probst, Still- und Laktationsberaterin am Universitätsklinikum Leipzig (UKL). 🏥

👉 Im Interview auf www.lvz.de/ukl beleuchtet die Expertin, warum sich stillen und Berufstätigkeit nicht ausschließen müssen und welche Optionen Mütter hierbei haben.

(Fotos: Stefan Straube/UKL, VALUA VITALY/freepik.com)

#ukl #uniklinikleipzig #leipzig #stillen #mütter #arbeit #stillzeit";0;54;True;health;yes;714;False;personalisation;no emotionalisation;Cooperation/ Ad;(inter)national;no interaction;no;1, 1 video;;verbless clause;verbless clause;all articles included;all articles included;no quote;no quote;7.218390804597701;6.733333333333333;personalisation;5.0;5.0;6.0;['🤱', '📑', '🏥', '👉'];1.0;1.0;0.8333333333333334;0.8333333333333334;complex;
31;31;31;31;"a
.

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-25_20-33-54_UTC.jpg;"Was für eine zweite Halbzeit! @rbleipzig fertigt den @vfb 5:1 ab - nach 0:1-Rückstand zur Pause. #rbleipzig #rblvfb #bundesliga #heimsieg 

(Foto: dpa)";1;780;False;sports;no;151;False;personalisation;no emotionalisation;News;regional;no interaction;yes;1;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.909090909090909;5.0;no personalisation;1.0;0.0;2.0;[];0.0;0.0;0.5;0.0;simple;
32;32;32;32;"Vom Teeniestar zur Popikone

Was ist das Erfolgsrezept
von Taylor Swift?

Sie ist einer der großten Popstars unserer Zeit.
Ihre Musik bricht alle Rekorde, und ebenso tun das ihre
Shows. Die Künstlerin ist auf großer ,,Eras“-Tour und
kommt im nächsten Jahr auch nach Deutschland.
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-26_13-38-13_UTC_1.jpg;"Taylor Swift ist auf großer „Eras“-Tour und kommt im nächsten Jahr auch nach Deutschland. 🎤 Die Tickets für die Shows sind innerhalb von Sekunden ausverkauft – und auch sonst bricht Swift immer wieder Rekorde. 🏆 Wie ist dieser Erfolg zu erklären?

#TaylorSwift #Swift #Taylor #ErasTour #Eras #Popstar";4;332;False;celebrity;no;300;True;personalisation;no emotionalisation;News;(inter)national;no interaction;no;5;;all verbs included;all verbs included;all articles included;all articles included;no quote;no quote;5.543478260869565;6.368421052631579;personalisation;5.0;0.0;5.0;['🎤', '🏆'];1.0;0.0;1.0;0.0;simple;
33;33;33;33;"Nachwuchs im Leipziger Zoo

Die vier Löwenbabys erkunden
ihre Außenanlage";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-27_06-49-30_UTC.jpg;"Wer dem Leipziger Zoo aktuell einen Besuch abstattet, hat die Chance die sieben Wochen alten Sprösslinge von Löwenmutter Kigali zu beobachten, wie sie die Außenanlage der Löwensavanne erkunden. 🦁

Nach Angaben des Zoos entwicklen sich die vier Löwenbabys prächtig. Am 5. Juli kamen sie zur Welt und wiegen inzwischen 6,6 bis 7,4 Kilo und fressen sogar schon kleine Portionen Fleisch. Die Geschlechter der Babys sind aber noch ein Geheimnis. 

„Sie [Kigali] ist weiterhin sehr vorsichtig und reagiert aufmerksam auf jede Veränderung, insofern soll und wird sie selbst das Tempo der Eingewöhnung ihrer Jungen auf der Außenanlage bestimmen“, erklärte Zoodirektor Jörg Junhold.

#Löwenbabys #Löwen #LeipzigerZoo #Zoo #Leipzig";7;690;False;culture;no;721;False;personalisation;no emotionalisation;Interview;regional;no interaction;;1;;all verbs included;verbless clause;all articles included;omission of article;no quote;no quote;5.9423076923076925;8.25;personalisation;11.0;1.0;6.0;['🦁'];1.0;0.0909090909090909;1.8333333333333333;0.1666666666666666;simple;
34;34;34;34;"Genehmigung oder fier Hängepartie

Freisitze auf Parkflächen in
Leipzig: Umsetzung stockt";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-28_10-30-41_UTC.jpg;"Was in der #Gottschedstraße schon als Pilotprojekt funktioniert, stockt an anderer Stelle in #Leipzig noch: Freisitze statt Parkplätze. Auch Marc Walenta vom #HotelSeeblick auf der #KarLi war optimistisch. „Die Möglichkeit, zusätzlichen Bewirtungsraum zu bekommen, fand ich toll. Deshalb habe ich im letzten Jahr einen entsprechenden Sondernutzungsantrag gestellt."" Passiert ist dann jedoch nichts.

Erst beim Nachhaken erfuhr er, dass der Antrag abgelehnt worden sei. Die SPD-Fraktion kritisiert eine Ungleichbehandlung bei den Anträgen und fehlende Informationen aus dem Rathaus.

Mehr dazu auf lvz.de/instagram 

#Sachsen #Gastronomie #LVZ #LeipzigerVolkszeitung #Leipzig #Südvorstadt";6;361;False;culture;yes;687;False;personalisation;no emotionalisation;Interview;regional;no interaction;no;1;;all verbs included;verbless clause;all articles included;omission of article;quote;no quote;7.094117647058823;9.0;personalisation;7.0;2.0;8.0;[];0.0;0.2857142857142857;0.875;0.25;complex;
35;35;35;35;"300 Quadratmeter Freiheitsdrang
Neue Fischer-Art in
Leipzig: Gefängnis und
brennendes Polizeiauto
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-29_07-56-14_UTC.jpg;"Freiheitsdrang in #Schleußig. An einer Hauswand in der Pistoristraße entsteht aktuell ein neues Werk von Michael Fischer-Art. 
Der Ort ist nicht zufällig gewählt, hier sei einst eine Art Gefängnis gewesen, erzählt der Künstler. Die Themen Gefangenschaft und Freiheit beschäftigen ihn sichtlich. 

Mehr dazu auch auf lvz.de/instagram

#Kunst #Leipzig #Sachsen #FischerArt #LVz #LeipzigerVolkszeitung";30;532;True;culture;yes;398;False;personalisation;no emotionalisation;Interview;regional;no interaction;no;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.823529411764706;11.375;personalisation;5.0;0.0;5.0;[];0.0;0.0;1.0;0.0;simple;
36;36;36;36;"Staatsanwaltschaft Berlin
Ermittlungen gegen
Till Lindemann eingestellt

""Die in der Presseberichterstattung wiedergegebenen
Angaben von Zeuginnen und Zeugen haben sich
durch die Ermittlungen nicht bestatigt“,
erklarte die Staatsanwaltschaft.

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-29_10-21-55_UTC.jpg;"Die Ermittlungen gegen den #Rammstein-Sänger in Berlin wurden eingestellt. Es habe keine Anhaltspunkte gegeben, die die Vorwürfe bestätigen würden. Mehrere Frauen hatten – teilweise anonym – Vorwürfe gegen #Lindemann erhoben. Sie schilderten als beängstigend empfundene Situationen. Bei After-Show-Partys soll es demnach auch zu sexuellen Handlungen gekommen sein.
Lindemann wies die Vorwürfe gegen ihn stets zurück. Seine Anwälte verwiesen auf Behauptungen in sozialen Netzwerken, Frauen seien bei Konzerten „mithilfe von K.-o.-Tropfen beziehungsweise Alkohol betäubt worden, um unserem Mandanten zu ermöglichen, sexuelle Handlungen an ihnen vornehmen zu können. Diese Vorwürfe sind ausnahmslos unwahr.“
Das Ermittlungsverfahren wegen des Verdachts der Begehung von Sexualdelikten wie auch Verstößen gegen das Betäubungsmittelgesetz sei beendet worden, hieß es seitens der Staatsanwaltschaft.

#TillLindemann #Rammstein #Staatsanwaltschaft #Berlin #Leipzig #Sachsen #LVZ";111;741;False;crime, disaster & accidents;no;971;False;personalisation;no emotionalisation;News;(inter)national;no interaction;no;1;;verbless clause;verbless clause;all articles included;all articles included;no quote;quote;7.237288135593221;10.666666666666666;personalisation;11.0;1.0;9.0;[];0.0;0.0909090909090909;1.2222222222222223;0.1111111111111111;simple;
37;37;37;37;"Leipzigs ""Beste""
Die drei besten
Spätis der Stadt";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-29_13-13-58_UTC.jpg;"Spätis - wir brauchen sie ja alle mal. Und drei davon liegen euch ganz besonders am Herzen, wie unsere Umfrage für ""Leipzigs Beste"" gezeigt hat. Die Top Ten findet ihr übrigens bei lvz.de.

 Stimmt ihr der Wahl zu? 

#Späti #Spätkauf #Kiosk #Leipzig #Connewitz #Plagwitz #AngerCrottendorf #LeipzigerVolkszeitung #LVZ #Sachsen";42;971;True;culture;yes;325;True;personalisation;emotionalisation;News;regional;interaction;yes;1, 1 videos;;all verbs included;verbless clause;all articles included;all articles included;quote;quote;5.791666666666667;7.333333333333333;no personalisation;4.0;1.0;4.0;[];0.0;0.25;1.0;0.25;complex;positive
38;38;38;38;"Bei ""RND vor Ort""
Klingbeil: ""Dürfen nicht 
damit anfangen, die
AfD zu normalisieren“
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-30_09-32-07_UTC.jpg;„Wenn wir unseren Job gut machen, kriegen wir die AfD klein“, betont SPD-Chef Lars Klingbeil beim Bühnentalk „RND vor Ort“ in Lüneburg. Er warnt zudem: Es dürfe keine Normalisierung der AfD geben. „Wir wissen, wie das Land aussieht, wenn Rechtsextreme hier die Mehrheit haben“, so Klingbeil. #LarsKlingbeil #Klingbeil #SPD #AfD #rechtsextrem;54;445;True;politics;no;341;False;personalisation;no emotionalisation;Interview;(inter)national;no interaction;;1, 1 videos;;verbless clause;verbless clause;omission of article;omission of article;no quote;quote;5.705882352941177;6.909090909090909;personalisation;5.0;3.0;4.0;[];0.0;0.6;1.25;0.75;complex;
39;39;39;39;"Bundesweiter Vergleich
INSM-Bildungsmonitor:
Sachsens Schulsystem
schneidet sehr gut ab
";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-30_12-44-45_UTC_1.jpg;"Sachsens Schulen sind Top - zumindest nach einer Studie der Initiative Neue Soziale Marktwirtschaft (INSM). Darin landet der #Freistaat auf Platz 1 - gefolgt von #Bayern und #Thüringen.
Die INSM-Studie vergleicht auch die Bildungssysteme der Bundesländer, nicht nur die Leistungen von Schülern. Die Zahlen zu (Hoch-)Schulen, Kindertagesstätten und Finanzen aus den Jahren 2021 und 2022 stammen von verschiedenen statistischen Einrichtungen, wie Statistischen Landesämtern, und werden in Punkte umgerechnet. Sachsen schneidet in vielen der 13 untersuchten Handlungsfelder gut bis sehr gut ab.

Mehr dazu auf lvz.de/instagram 

#Sachsen #Schule #Bildung #Leipzig #LeipzigerVolkszeitung #LVZ";9;400;False;science & education;yes;688;False;no personalisation;no emotionalisation;News;(inter)national;no interaction;;2;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;6.741573033707865;13.833333333333334;no personalisation;6.0;0.0;6.0;[];0.0;0.0;1.0;0.0;simple;
40;40;40;40;"Holz-Hybrid-Bauweise
Leipziger Wohnungsgenossen-
schaft baut Hochhauser aus Holz

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-30_18-30-07_UTC.jpg;"🏘In der Nähe vom Kulkwitzer See will die Leipziger Wohnungsgenossenschaft Lipsia bald zwei Neubauten mit 36 Wohnungen angehen. Das Besondere: Mit den Zwillingshäusern wird zum ersten Mal bei Gebäude in Holz-Hybrid-Bauweise von der Lipsia gebaut. Fertig sein sollen die beiden Häuser mit acht Etagen bereits im Früjhahr 2025. Mehr dazu auf lvz.de und über den Link in der Bio! 

#Leipzig #Lipsia #Wohnungsbau #Wohnen #Sachsen #Nachhaltigkeit #Grünau #LeipzigerVolkszeitung #LVZ";32;656;False;construction & living;yes;476;False;no personalisation;no emotionalisation;News;regional;no interaction;no;1;;all verbs included;all verbs included;all articles included;omission of article;no quote;no quote;6.014705882352941;12.833333333333334;personalisation;3.0;0.0;6.0;['🏘'];1.0;0.0;0.5;0.0;simple;
41;41;41;41;"Revision verworfen

Bundesgerichtshof: Urteil im
Leipziger Mordfall Jesse L. ist
rechtskraftig

";C:/Users/Lui/Desktop/Leuphana/01_Bachelor Arbeit/Data/alt/lvz.de\2023-08-31_10-34-27_UTC.jpg;"Anfang des Jahres wurde Max D. vom Landgericht #Leipzig wegen Mordes an Jesse L. zu einer Jugendstrafe von zehn Jahren verurteilt - das Gericht hielt es für erwiesen, dass Max D. seinen Bekannten am Abend des 11. Januar 2022 bei Schkeuditz mit einem Kopfschuss tötete, um das Rauschgift von Jesse L. an sich zu bringen und einen Teil seiner Schulden damit bezahlen zu können. 

Er ging in Revision, doch nun hat Bundesgerichtshof (BGH) eine abschließende Entscheidung getroffen und die Revision des Angeklagten Max D. (21) gegen das Urteil des Landgerichts Leipzig als unbegründet verworfen.

Mehr dazu auf lvz.de und über den Link in der Bio.

#Gericht #Bundesgerichtshof #Sachsen #Leipzig #Polizei #LeipzigerVolkszeitung #LVZ";15;422;False;crime, disaster & accidents;yes;727;False;personalisation;no emotionalisation;News;(inter)national;no interaction;yes;2;;all verbs included;verbless clause;all articles included;all articles included;no quote;no quote;5.618181818181818;11.125;personalisation;5.0;0.0;3.0;[];0.0;0.0;1.6666666666666667;0.0;simple;
